DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       | 7d       | 7e       | 7f       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       
 bangalore rural | hosakote | doddanallala    |35954| G LPS APPASANDRA               | kannada |1563093| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559829| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557025| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560378| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36053| G LPS GANJARLAHALLI            | kannada |1558477| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1692618| female | kannada       |3| 3rd Pretest     | English        |0|1|1|0|1|0|0|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36125| G HPS LAKKONDANAHALLI          | kannada |1559423| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36044| G HPS K SATHYAVARA             | kannada |1683390| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35893| G LPS BAGALURU                 | kannada |1560280| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563199| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559727| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0| NA          |1|1|0|1| NA          |1|1|1|1|1|1|1|1| NA          |0|1
 bangalore rural | hosakote | mugbala         |36193| GHPS Chikkanahalli             | kannada |1560749| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562313| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557121| male   | telugu        | 3B            | 3rd Pretest     | English        |1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557402| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562841| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35913| G HPS SIDDANAHALLI             | urdu    |1607293| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1683536| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |35929| G LPS SHIVANAPURA              | kannada |1566514| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561974| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558723| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36190| GHPS ANUPAHALLI                | kannada |1558623| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1| NA          | NA          |0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557665| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1660165| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561973| male   | kannada       |3| 3rd Pretest     | English        |0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1681980| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557314| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1
 bangalore rural | hosakote | mugbala         |35945| G LPS DABBAGUNTAHALLI          | kannada |1566573| male   | telugu        |3| 3rd Pretest     | English        |0|0|1|0|0|0|0|0|0|1|1|0|1|1|1|1|1|1|0|0|1|0|0|0|0
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1552423| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36213| GLPS HALASAHALLI               | kannada |1560613| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562102| female | kannada       |3| 3rd Pretest     | English        |1|0|1|1|1|0|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1559353| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683087| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1692107| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36241| GHPS BAVAPURA                  | kannada |1562259| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563028| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682914| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560384| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566470| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559291| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561756| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559089| male   | kannada       |3| 3rd Pretest     | English        |1|1|0|1|1|1|1|0|0|1|0|0|1|1|1|1|1|0|1|0|0|1| NA          |1| NA          
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562061| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566264| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36123| G LPS THIMMASANDRA             | kannada |1557870| female | kannada       |3| 3rd Pretest     | English        | NA          | NA          |0|0|1|0|0| NA          | NA          |0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682916| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562038| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559896| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557658| female | kannada       |3| 3rd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | doddanhulluru   |36214| GLPS CHIKKA NALLURAHALLI       | kannada |1660222| male   | hindi         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559044| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566457| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1
 bangalore rural | hosakote | thavarekere     |35933| G LPS CB COLONY                | kannada |1557237| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1683009| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |35877| G LPS SIDDENAHALLI             | kannada |1660291| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563018| male   | urdu          |3| 3rd Pretest     | English        |1|0|1| NA          |1|0|1|0|1| NA          |0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1660842| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36140| G UHPS SULIBELE                | urdu    |1660969| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |35945| G LPS DABBAGUNTAHALLI          | kannada |1566567| female | telugu        |3| 3rd Pretest     | English        |0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1| NA          |1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557409| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558420| male   | kannada       |3| 3rd Pretest     | English        |1|1|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|1|0
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1562366| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562848| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561930| female | kannada       |3| 3rd Pretest     | English        |1|1|0|0|0|1|1| NA          |0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36041| G LPS KORADAHALLI              | kannada |1557205| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1682565| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35992| G LPS OBALAPURA                | kannada |1660826| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |35877| G LPS SIDDENAHALLI             | kannada |1660292| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563024| male   | urdu          |3| 3rd Pretest     | English        |1|0|1| NA          |1|0|1|0|1| NA          |0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36061| G LPS ATTURU                   | kannada |1561865| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1682346| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557813| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35981| G LPS AJJAGONDANAHALLI         | kannada |1561460| male   | kannada       |3| 3rd Pretest     | English        |1|1| NA          |0|1|1|0|1|1|0| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1660218| female | kannada       |3| 3rd Pretest     | English        |1|0|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1683007| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557127| male   | kannada       | 3B            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1568197| male   | kannada       | 3D            | 3rd Pretest     | English        |1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560209| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683077| female | urdu          |3| 3rd Pretest     | English        |1|1|0|1|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1568207| male   | kannada       | 3D            | 3rd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559898| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561459| male   | tamil         |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | samethanahalli  |35979| G LPS NAGANAYAKANA KOTE        | kannada |1556968| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
