 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330715601| GOVT HPS SADYAPURA                  |6|1|5|4|107|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330701301| GOVT LPS BANTANAL                   |4|1|5|3|110|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330703301| GOVT HPS DARIYAPUR                  |6|1|8|5|185|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330703801| GOVT HPS GANAGANAL                  |9|1|8|6|454|1
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330704003| GOVT HPS GIRLS GOGI                 |7|1|8|9|245|1
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330704004| GOVT HPS PETH GOGI                  |7|1|8|9|208|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330708302| GLPS KILARADODDI                    |2|1|5|2|20|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330711901| GOVT LPS SAIDAPUR                   |6|1|8|6|296|1
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330714701| GOVT HPS NAGANATAGI                 |11|1|8|7|387|1
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330714702| GOVT LPS NAGANATAGI TANDA 1         |3|1|5|2|110|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330714703| GOVT LPS NAGANATAGI TANDA 2         |2|1|5|2|41|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330714705| LPS URDU NAGNATAGI                  |2|1|5|3|19|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330714707| GOVT LPS NAGANATAGI TANDA 3         |3|1|5|2|8|0
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330715101| GOVT LPS YEKKIGADDI                 |5|1|5|1|62|1
 YADAGIRI | SHAHAPUR           | NAGANATOGI                |29330715301| GOVT LPS UMARDODDI                  |3|1|5|1|26|0
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330701002| GOVT HPS BABLAD                     |14|1|8|5|193|1
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330701003| GLPS URDU BABLAD                    |1|1|5|3|26|0
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330701601| GOVT LPS BEERANAL                   |5|1|5|2|83|0
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330706201| GOVT LPS HULKAL                     |7|1|8|5|256|0
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330710901| GOVT HPS NAIKAL                     |17|1|8|12|474|0
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330710902| GOVT LPS AMBEDKAR NAGAR NAIKAL      |6|1|8|8|301|1
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330710904| GOVT HPS URDU NAYKAL                |9|1|8|8|184|1
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330715801| GOVT HPS GURUSUNAGI                 |12|1|8|8|334|1
 YADAGIRI | SHAHAPUR           | NAIKAL                    |29330715802| GOVT LPS URDU GURUSANAGI            |7|1|8|7|170|1
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711101| GOVT LPS RAJMAHAL                   |5|1|5|5|180|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711401| GOVT HPS RASTAPUR                   |10|1|8|11|415|1
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711402| GOVT LPS URDU RASTAPUR              |2|1|5|2|47|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711403| G.LPS AMBEDKAR COLONY RASTAPUR      |3|1|5|2|99|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711801| GOVT HPS SAGAR                      |10|1|8|8|616|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711802| GOVT HPS SAGAR URDU                 |8|1|8|5|164|1
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711803| GOVT HPS GIRLS SAGAR                |7|1|8|10|485|1
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711804| GOVT LPS GIRLS URDU SAGAR           |3|1|5|5|95|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711806| GOVT LPS HOLIKATTA SAGAR            |5|1|5|4|158|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330711809| GLPS YALLAMMA GUDDA                 |2|1|5|1|31|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330712502| GOVT HPS SHARADHALLI                |6|1|8|7|283|1
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330712503| LPS ASHRAYA COLONY SHARADALLI       |3|1|5|3|29|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330713705| GOVT LPS PINJARDODDI                |3|1|5|2|36|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330714001| GOVT LPS VIBHUTIHALLI 1             |3|1|5|3|125|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330714104| GOVT LPS VIRUPAPUR                  |5|1|5|2|63|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330715001| GOVT HPS GOLGERI                    |2|1|5|2|61|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330715401| GOVT LPS TIMMAPURDODDI              |3|1|5|2|64|0
 YADAGIRI | SHAHAPUR           | SAGAR                     |29330716901| GOVT LPS HOSALLI BANDERDODDI        |2|1|5|2|37|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330700401| GOVT HPS ANABI                      |12|1|8|7|340|1
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330700402| GLPS AMBEDAKAR COLONY ANABI         |4|1|5|4|136|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330700403| LPS URDU ANABI                      |2|1|5|2|52|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330706401| GOVT LPS HURASGUNDAGI               |6|1|8|8|456|1
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330706402| GOVT LPS URDU HURASGUNDAGI          |2|1|5|2|45|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330706701| GOVT LPS ITAGA [S]                  |4|1|8|6|252|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330711501| GOVT HPS ROJA [S] URDU              |2|1|5|3|35|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330712601| GOVT HPS SIRWAL                     |13|1|8|13|743|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330712602| GOVT LPS URDU SIRWAL                |0|1|8|5|155|1
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330712603| GLPS AMBEDKAR COLONY SHIRWAL        |4|1|5|2|121|0
 YADAGIRI | SHAHAPUR           | SIRWAL                    |29330714801| GOVT HPS HOSURA                     |7|1|8|7|188|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330700201| GOVT LPS AGASTIHAL                  |3|1|5|2|21|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330700601| GOVT LPS ANWAR                      |3|1|8|5|204|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330702402| GOVT LPS BOMMANHALLI                |2|1|5|3|125|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330704601| GOVT LPS GUNDAGURTHI                |6|1|8|3|272|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330705702| GOVT HPS HAYYAL ( K )               |3|1|5|2|135|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330706301| GOVT LPS HUNDEKAL                   |5|1|8|4|181|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330708801| GOVT HPS TADABIDI                   |11|1|8|5|576|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330708802| GOVT LPS URDU TADABIDI              |7|1|8|3|73|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330713702| GOVT HPS T WADAGERA                 |12|1|8|9|375|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330713704| GLPS URDU T.WADAGERA                |3|1|8|2|66|0
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330716001| GOVT LPS BOLARI                     |2|1|5|2|75|1
 YADAGIRI | SHAHAPUR           | TADIBIDI                  |29330716002| GOVT LPS BOLARI TANDA               |1|1|5|2|20|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330705501| GOVT LPS HARANAGERA                 |8|1|8|4|146|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330705502| GOVT LPS MADDI  TANDA               |2|1|5|2|14|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330705503| GOVT LPS BUDDU NAYKA TANDA          |6|1|8|9|119|1
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330707501| GOVT HPS KARAKIHALLI                |8|1|8|8|204|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330707502| GOVT LPS KARAKIHALLI TANDA          |4|1|5|2|70|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330713802| GOVT LPS R. N TANDA UKKINAL         |3|1|5|2|31|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330713804| GOVT LPS UMALANAYAK TANDA UKKINAL   |4|1|5|1|32|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330713805| GOVT LPS DPRIGUDDA TANDA UKKANAL    |2|1|5|2|36|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330713806| GOVT HPS UKINAL                     |10|1|8|7|279|1
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330713807| GOVT LPS KALUNAIK TANDA             |2|1|5|0|36|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330716301| GOVT LPS RABBANA HALLI              |6|1|8|4|131|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330716302| GOVT LPS RABBANA HALLI TANDA        |2|1|5|1|26|0
 YADAGIRI | SHAHAPUR           | UKKINAL                   |29330716501| GOVT HPS B N TANDA                  |9|1|8|5|224|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714201| GOVT HPS WADAGERA                   |7|1|8|8|513|1
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714202| GOVT LPS WADAGERA URDU              |7|1|8|6|124|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714203| GOVT LPS BEERANAKAL                 |2|1|5|2|48|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714204| GOVT LPS DARAMNAYAK TANDA Q         |2|1|5|2|68|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714205| GOVT LPS BIKKUNAYAK TANDA           |4|1|5|2|130|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714206| GOVT LPS MUNINAYAK TANDA            |2|1|5|2|56|0
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714208| GOVT LPS BASAVESWARA NAGAR          |5|1|8|5|128|1
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714209| GLPS AMBEDKAR NAGAR WADGERA         |5|1|8|7|240|1
 YADAGIRI | SHAHAPUR           | WADAGERA                  |29330714210| GLPS KAMALA NAYAK TANDA             |3|1|5|1|45|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330700301| GOVT LPS ALDAL                      |7|1|8|2|198|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330702602| GOVT HPS BUDANOOR                   |9|1|8|6|235|1
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330702902| GOVT HPS CHENNUR ( K )              |9|1|8|4|248|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330707102| GOVT HPS KADAMGERA                  |14|1|8|8|288|1
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330707103| GOVT LPS KADAMGERA (K) TANDA        |2|1|5|2|27|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330707201| GOVT HPS KAKKASAGERA                |11|1|8|6|280|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330707202| GOVT LPS KAKKASAGERA TANDA          |3|1|5|2|74|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330714301| GOVT HPS WANADURGA                  |9|1|8|8|316|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330714302| GOVT KANYA HPS WANADURGA            |8|1|8|7|286|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330714303| GOVT LPS URDU WANADURGA             |3|1|8|4|83|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330714307| GOVT LPS PIDDANAYAKANAHATTI         |2|1|5|0|29|0
 YADAGIRI | SHAHAPUR           | WANADURGA                 |29330714308| GOVT LPS BOYARDODDICHENURK          |2|1|5|0|45|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330801802| GOVT HPS BAILAKUNTI                 |5|1|8|7|241|1
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330801901| GOVT HPS BALASHETTYHAL              |7|1|7|8|339|1
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330801905| GOVT LPS URDU BAASHETY HAL          |2|1|4|2|31|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330803502| GLPS HANUMANAYAK TANDA BOMMAGU      |2|1|5|2|37|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330805601| GOVT LPS DEYAMANAL                  |4|1|7|4|108|1
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330805602| LPS URDU DYAMANAL                   |2|1|5|2|36|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330807701| GOVT LPS HANUMANAL                  |3|1|5|2|53|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330808601| GOVT LPS HOMBALKAL                  |4|1|5|3|94|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330812101| GOVT HPS KAMANATAGI                 |9|1|7|7|306|1
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330812102| GOVT LPS BASAWANKATTI KAMNATAG      |4|1|5|3|77|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330812103| GLPS LAXMINAGAR KAMANATAGI          |2|1|5|2|41|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330812104| GLPS SRIRAMNAGAR                    |2|1|5|2|44|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330819801| GOVT LPS SONAPUR                    |2|1|5|2|39|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330820701| GOVT LPS TOLADINNI                  |3|1|5|3|92|0
 YADAGIRI | SHORAPUR           | BALASHETTIHAL             |29330824201| GOVT HPS  JAIRAMA TANDA             |4|1|7|6|143|1
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330802202| GOVT HPS BANADODDI                  |7|1|8|5|120|1
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330802901| GOVT LPS BENCHIGADDI                |2|1|6|2|91|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330806801| GOVT LPS GUGALGATTI                 |3|1|5|2|65|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330808901| GOVT LPS HOSURPAI DODDI             |1|1|5|2|67|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330810811| GLPS GOUDAGERA DODDI KAKKERA        |2|1|5|2|70|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330810820| GLPS HOLE JAMPAR DODDI              |3|1|5|2|28|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330810823| LPS PHULBHAVI DODDI KAKKERA         |2|1|5|2|85|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330810826| LPS NILKANTARAYAN GADDI             |2|1|5|1|75|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330810831| GOVT LPS MM DODDI KAKKERA           |2|1|5|2|57|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330814901| GOVT LPS MALKARJUN DODDI            |2|1|5|2|75|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330821301| GOVT HPS YADALBHAVI                 |9|1|8|3|188|0
 YADAGIRI | SHORAPUR           | BANADODDI                 |29330824801| GOVT LPS GOJAGARDODDI               |2|1|5|0|38|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330800101| GOVT HPS ALADAL                     |10|1|8|8|962|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330805101| GOVT HPS DEVAPUR                    |9|1|7|9|526|1
 YADAGIRI | SHORAPUR           | Devapur                   |29330805102| LPS HARIJANWAD DEVAPUR              |3|1|5|3|138|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330805103| LPS URDU DEVAPUR                    |2|1|5|3|31|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330806402| GOVT LPS GODIHAL(J)                 |3|1|5|2|46|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330806601| GOVT LPS GONAL(SD)                  |3|1|5|1|44|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330807601| GOVT LPS HANDRAL                    |2|1|5|2|31|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330808001| GOVT LPS HAVINHAL                   |3|1|5|3|66|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330816301| GOVT HPS MUSTAHALLI                 |7|1|7|3|120|1
 YADAGIRI | SHORAPUR           | Devapur                   |29330816601| GOVT LPS NAGARAL                    |2|1|5|2|114|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330818607| GOVT LPS MUSTURDDODI                |2|1|5|2|43|0
 YADAGIRI | SHORAPUR           | Devapur                   |29330819301| GOVT HPS SHELLGI                    |10|1|8|6|187|1
 YADAGIRI | SHORAPUR           | Devapur                   |29330822701| GOVT HPS KAVADIMATTI                |6|1|7|4|210|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330801601| GOVT HPS BADYAPUR                   |7|1|8|7|420|1
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330803201| GOVT HPS BHAIRIMARDI                |3|1|5|3|133|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330803601| GOVT HPS BOMMANHALLI T              |3|1|7|2|151|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330804402| GOVT LPS CHIGARAHAL                 |5|1|7|5|120|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330805401| GOVT HPS DEVARGONAL                 |9|1|7|6|101|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330814101| GOVT LPS MACHIGUNDAL                |5|1|7|4|226|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330814102| GOVT LPS MACHIGUNDAL CAMP           |2|1|5|2|59|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330814103| LPS MACHGUNDAL DODDI                |2|1|5|2|30|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330814702| LPS ANJANEYA CAMP                   |1|1|5|2|29|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330819501| GOVT LPS SIDDAPURGUDI               |2|1|5|2|75|0
 YADAGIRI | SHORAPUR           | DEVARGONAL                |29330822801| GOVT LPS HOSA SIDDAPURA             |3|1|5|3|101|0
